Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SNV^D,Synovus Financial Corp.,25.69,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/snv^d
GJP,"Synthetic Fixed-Income Securities, Inc.",23.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjp
GJR,"Synthetic Fixed-Income Securities, Inc.",22.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjr
GJT,"Synthetic Fixed-Income Securities, Inc.",21.198,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjt
GJV,"Synthetic Fixed-Income Securities, Inc.",25.8988,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjv
SYY,Sysco Corporation,70.86,$36.92B,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/syy
SYX,Systemax Inc.,46.01,$1.71B,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/syx
DATA,"Tableau Software, Inc.",111.72,$9.11B,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/data
TAHO,"Tahoe Resources, Inc.",4.38,$1.37B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/taho
TLRD,"Tailored Brands, Inc.",21.76,$1.08B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlrd
TWN,"Taiwan Fund, Inc. (The)",20.11,$163.7M,1986,n/a,n/a,https://www.nasdaq.com/symbol/twn
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,40.74,$211.28B,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsm
TAL,TAL Education Group,39.76,$22.54B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tal
TGE,"Tallgrass Energy, LP",22.27,$6.24B,2015,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tge
TALO,"Talos Energy, Inc.",34.94,$698.75M,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/talo
SKT,"Tanger Factory Outlet Centers, Inc.",23.89,$2.25B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/skt
TPR,"Tapestry, Inc.",48.24,$13.88B,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tpr
NGLS^A,Targa Resources Partners LP,26.9499,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ngls^a
TRGP,"Targa Resources, Inc.",51.98,$11.41B,2010,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trgp
TGT,Target Corporation,78.69,$41.95B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tgt
TARO,Taro Pharmaceutical Industries Ltd.,113.84,$4.49B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/taro
TTM,Tata Motors Ltd,18.59,$10.74B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/ttm
TCO,"Taubman Centers, Inc.",60.23,$3.67B,1992,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tco
TCO^J,"Taubman Centers, Inc.",25.3744,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tco^j
TCO^K,"Taubman Centers, Inc.",25.1417,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tco^k
TMHC,Taylor Morrison Home Corporation,20.97,$2.35B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tmhc
TCP,"TC PipeLines, LP",31,$2.27B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tcp
TCF,TCF Financial Corporation,26.02,$4.38B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcf
TCF.WS,TCF Financial Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tcf.ws
TCF^D,TCF Financial Corporation,24.81,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tcf^d
TSI,"TCW Strategic Income Fund, Inc.",5.51,$262.76M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tsi
TEL,TE Connectivity Ltd.,91.7,$32.11B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tel
TISI,"Team, Inc.",22.45,$673.22M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tisi
FTI,TechnipFMC plc,29.9,$13.63B,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fti
TECK,Teck Resources Ltd,24.48,$13.88B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/teck
TK,Teekay Corporation,6.86,$688.98M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tk
TGP,Teekay LNG Partners L.P.,16.4,$1.31B,2005,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tgp
TGP^A,Teekay LNG Partners L.P.,26.0001,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tgp^a
TGP^B,Teekay LNG Partners L.P.,24.13,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tgp^b
TOO,Teekay Offshore Partners L.P.,2.48,$1.02B,2006,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/too
TOO^A,Teekay Offshore Partners L.P.,22.92,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^a
TOO^B,Teekay Offshore Partners L.P.,24.9636,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^b
TOO^E,Teekay Offshore Partners L.P.,25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^e
TNK,Teekay Tankers Ltd.,1.02,$273.97M,2007,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tnk
GCI,TEGNA Inc.,10.2,$1.15B,2015,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/gci
TGNA,TEGNA Inc.,10.82,$2.33B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tgna
TRC,Tejon Ranch Co,24.07,$624.62M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/trc
